Nature Valley Granola Bars Sweet & Salty Nut Peanut ,"['Roasted Peanuts', ' Corn Syrup', ' Whole Grain Oats', ' Sugar', ' Rice Flour', ' Palm Kernel Oil', ' Vegetable Glycerin', ' Whey', ['(Peanuts', ' Salt'], ' Fructose', ' Canola Oil', ' Salt', ' Soy Lecithin', ' Peanut Flour', ' Corn Starch', ' Barley Malt Extract', ['(Almonds', ' Honey', ' Maltodextrin', ' Palm Oil', ' Mixed Tocopherols'], ' Baking Soda', ' Natural Flavor', ' Vitamin E (Mixed Tocopherols) Added to Retain Freshness.']",20
Nature Valley Granola Bars Sweet & Salty Nut Dark Chocolate Peanut & Almond ,"['Roasted Peanuts', ' Corn Syrup', ' Sugar', ' Whole Grain Oats', ['(Sugar', ' Chocolate Liquor', ' Cocoa Butter', ' Soy Lecithin', ' Natural Flavor'], ' Rice Flour', ' Palm Kernel Oil', ' Almonds', ' Fructose', ' Cocoa', ' Vegetable Glycerin', ' Canola Oil', ' Salt', ' Soy Lecithin', ' Corn Starch', ' Barley Malt Extract', ' Milk', ' Baking Soda', ' Natural Flavor', ' Vitamin E (Mixed Tocopherols) Added to Retain Freshness.']",20
Quaker Chewy Granola Bars Chocolate Chip ,"[['(Whole Grain Oats', ' Brown Sugar', ' Brown Rice Crisp [Whole Grain Brown Rice Flour', ' Sugar', ' Salt]', ' Whole Grain Wheat', ' Soybean Oil', ' Coconut', ' Whole Wheat Flour', ' Baking Soda', ' Soy Lecithin', ' Nonfat Dry Milk'], ['(Sugar', ' Chocolate Liquor', ' Cocoa Butter', ' Soy Lecithin', ' Vanilla Extract'], ' Corn Syrup', ['(Whole Grain Brown Rice Flour Sugar', ' Salt'], ' Invert Sugar', ' Sugar', ' Corn Syrup Solids', ' Glycerin', ' Soybean Oil. Contains 2% or Less of: Calcium Carbonate', ' Sorbitol', ' Salt', ' Soy Lecithin', ' Molasses', ' Tocopherols (to Preserve Freshness)', ' Natural Flavor.']",15
Rice Krispies Treats Crispy Marshmallow Squares Original Value Pack 16 Count ,"[['(Rice', ' Sugar', ' Salt', ' Malt Flavor', ' Niacinamide', ' Reduced Iron', ' Vitamin B2 [Riboflavin]', ' Folic Acid'], ' Corn Syrup', ' Fructose', ' Vegetable Oil (Soybean and Palm Oil with TBHQ for Freshness)', ' Sugar', ' Corn Syrup Solids', ' Contains 2% or Less of Vegetable Glycerin', ' Dextrose', ' Gelatin', ' Natural and Artificial Flavors (Contains Milk)', ' Salt', ' DATEM', ' Acetylated Monoglycerides', ' Soy Lecithin', ' BHT for Freshness.']",15
belVita Breakfast Biscuits Banana Bread ,"[['(Cracked Buckwheat', ' Rolled Oats', ' Rye Flakes'], ['(Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate [Vitamin B1]', ' Riboflavin [Vitamin B2]', ' Folic Acid'], ' Canola Oil', ' Sugar', ' Whole Grain Wheat Flour', ' Raisin Paste', ' Polydextrose', ' Banana Puree', ' Wheat Starch', ' Glycerin', ' Invert Sugar', ' Cornstarch', ' Molasses', ' Baking Soda', ' Soy Lecithin', ' Salt', ' Natural Flavor', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",22
belVita Breakfast Biscuits Peanut Butter ,"['Whole Grain Wheat Flour', ' Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Folic Acid]', ' Sugar', ' Peanut Butter [Peanuts', ['(Rapeseed', ' Cottonseed and Soybean Oils'], ' Corn Syrup Solids', ' Salt', ' Peanut Oil]', ' Wheat Starch', ' Canola Oil', ['(Rolled Oats', ' Rye Flakes'], ' Malt Syrup (from Corn and Barley)', ' Oligofructose', ' Soy Lecithin', ' Baking Soda', ' Salt', ' Disodium Pyrophosphate', ' Cornstarch', ' DATEM', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",29
belVita Breakfast Biscuits Cinnamon Brown Sugar ,"[['(Rolled Oats', ' Rye Flakes'], ' Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Folic Acid]', ' Canola Oil', ' Sugar', ' Whole Grain Wheat Flour', ' Brown Sugar', ' Malt Syrup (from Corn and Barley)', ' Invert Sugar', ' Baking Soda', ' Salt', ' Soy Lecithin', ' Disodium Pyrophosphate', ' Cinnamon', ' DATEM', ' Natural Flavor', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Molasses', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",26
Nature Valley Granola Bars Crunchy Peanut Butter ,"['Whole Grain Oats', ' Sugar', ' Canola Oil', ['(Peanuts', ' Salt'], ' Rice Flour', ' Brown Sugar Syrup', ' Salt', ' Baking Soda', ' Soy Lecithin.']",9
Clif Bar Crnchy Pb Bars 12p ,"['Organic Brown Rice Syrup', ' Organic Rolled Oats', ' Organic Cane Syrup', ' Organic Peanut Butter', ' Organic Roasted Soybeans', ' Soy Protein Isolate', ' Peanuts', ' Peanut Flour', ' Rice Flour', ' Organic Soy Flour', ' Organic Oat Fiber', ' Natural Flavors', ' Sea Salt', ' Barley Malt Extract. Vitamins & Minerals: Dicalcium Phosphate', ' Magnesium Oxide', ' Ascorbic Acid (Vitamin C)', ' DL-Alpha Tocopheryl Acetate (Vitamin E)', ' Beta Carotene (Vitamin A)', ' Niacinamide (Vitamin B3)', ' Ergocalciferol (Vitamin D2)', ' Thiamine Mononitrate (Vitamin B1)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Cyanocobalamin (Vitamin B12).']",24
belVita Breakfast Biscuits Soft Baked Oats & Chocolate ,"[['(Cracked Buckwheat', ' Rolled Oats', ' Rye Flakes'], ['(Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate [Vitamin B1]', ' Riboflavin [Vitamin B2]', ' Folic Acid'], ' Canola Oil', ' Sugar', ' Whole Grain Wheat Flour', ['(Sugar', ' Chocolate', ' Dextrose', ' Cocoa Butter', ' Milk', ' Soy Lecithin'], ' Raisin Paste', ' Polydextrose', ' Wheat Starch', ' Glycerin', ' Invert Sugar', ' Cornstarch', ' Molasses', ' Baking Soda', ' Soy Lecithin', ' Salt', ' Natural Flavor', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",22
Nature Valley Granola Bars Chewy Trail Mix Fruit & Nut ,"['Whole Grain Oats', ' Corn Syrup', ' Sugar', ' Almonds', ' Cranberries', ' Roasted Peanuts', ' Raisins', ' Rice Flour', ' Vegetable Glycerin', ' Canola Oil', ' Fructose', ' Corn Starch', ' Soy Lecithin', ' Salt', ' Barley Malt Extract', ' Baking Soda', ' Natural Flavor', ' Vitamin E (Mixed Tocopherols) Added to Retain Freshness.']",18
belVita Breakfast Biscuits Sandwich Dark Chocolate Creme ,"['Whole Grain Wheat Flour', ' Sugar', ' Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Folic Acid]', ' Palm Oil', ' Wheat Starch', ' Canola Oil', ['(Rolled Oats', ' Rye Flakes'], ' Cocoa', ' Malt Syrup (from Corn and Barley)', ' Oligofructose', ' Soy Lecithin', ' Baking Soda', ' Chocolate', ' Salt', ' Disodium Pyrophosphate', ' DATEM', ' Natural Flavor', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",27
Quaker Chewy Granola Bars Variety Pack ,"[['(WHOLE GRAIN ROLLED OATS', ' BROWN SUGAR', ' BROWN RICE CRISP [WHOLE GRAIN BROWN RICE FLOUR', ' SUGAR', ' SALT]', ' WHOLE GRAIN ROLLED WHEAT', ' SOYBEAN OIL', ' WHOLE WHEAT FLOUR', ' SODIUM BICARBONATE', ' SOY LECITHIN', ' NONFAT DRY MILK'], ' CORN SYRUP', ['(WHOLE GRAIN BROWN RICE FLOUR', ' SUGAR', ' SALT'], ['(SUGAR', ' CHOCOLATE LIQUOR', ' COCOA BUTTER', ' SOY LECITHIN', ' VANILLIN [ARTIFICIAL FLAVOR]'], ' SUGAR', ' CORN SYRUP SOLIDS', ' GLYCERIN', ' INVERT SUGAR. CONTAINS 2% OR LESS OF SOYBEAN OIL', ' FRUCTOSE', ' CALCIUM CARBONATE', ' SORBITOL', ' SALT', ' WATER', ' SOY LECITHIN', ' COCONUT PASTE', ' MOLASSES', ' NATURAL AND ARTIFICIAL FLAVOR', ' CARAMEL COLOR', ' BHT (PRESERVATIVE)', ' TOCOPHEROLS (PRESERVATIVE)', ' CITRIC ACID']",21
Quaker Chewy Granola Bars Variety Pack Value Pack ,"[['(Whole Grain Rolled Oats', ' Brown Sugar', ' Crisp Rice [Rice Flour', ' Sugar', ' Salt', ' Malted Barley Extract]', ' Whole Grain Rolled Wheat', ' Soybean Oil', ' Dried Coconut', ' Whole Wheat Flour', ' Sodium Bicarbonate', ' Soy Lecithin', ' Caramel Color', ' Nonfat Dry Milk'], ['(Sugar', ' Chocolate Liquor', ' Cocoa Butter', ' Soy Lecithin', ' Vanilla Extract'], ' Corn Syrup', ['(Whole Grain Brown Rice', ' Sugar', ' Malted Barley Flour', ' Salt'], ' Invert Sugar', ' Sugar', ' Corn Syrup Solids', ' Glycerin', ' Soybean Oil. Contains 2% or Less of Sorbitol', ' Calcium Carbonate', ' Salt', ' Water', ' Soy Lecithin', ' Molasses', ' Natural and Artificial Flavor', ' BHT (Preservative)', ' Citric Acid. CONTAINS WHEAT', ' COCONUT', ' SOY AND MILK INGREDIENTS. MAY CONTAIN TRACES OF PEANUT AND OTHER TREE NUTS. Peanut Butter Chocolate Chip Ingredient: Granola (Whole Grain Rolled Oats', ' Brown Sugar', ' Crisp Rice [Rice Flour', ' Sugar', ' Salt', ' Malted Barley Extract]', ' Whole Grain Rolled Wheat', ' Soybean Oil', ' Whole Wheat Flour', ' Sodium Bicarb']",28
belVita Breakfast Biscuits Cranberry Orange ,"[['(Rolled Oats', ' Rye Flakes'], ' Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Folic Acid]', ' Sugar', ' Canola Oil', ' Whole Grain Wheat Flour', ' Dried Cranberries', ' Invert Sugar', ' Malt Syrup (from Corn and Barley)', ' Baking Soda', ' Salt', ' Dried Orange Peel', ' Soy Lecithin', ' Natural Flavor', ' Disodium Pyrophosphate', ' DATEM', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",25
Natures Bakery Fig Bar Stone Ground Whole Wheat Raspberry ,"['Whole Wheat Flour', ' Cane Sugar', ' Fig Paste', ' Brown Rice Syrup', ['(Naturally Milled Sugar', ' Cane Sugar', ' Glycerin', ' Rice Starch', ' Raspberries', ' Apple Powder', ' Natural Flavor', ' Pectin', ' Citric Acid', ' Locust Bean Gum'], ' Canola Oil', ' Whole Grain Oats', ' Glycerin', ' Fruit Juice (for Color)', ' Sea Salt', ' Natural Flavor', ' Citric Acid', ' Baking Soda.']",13
Lucky Charms Treats Bar With Marshmallow ,"[['(Whole Grain Oats', ' Sugar', ' Oat Flour', ' Corn Syrup', ' Corn Starch', ' Salt', ' Trisodium Phosphate', ' Canola Oil', ' Natural and Artificial Flavor', ' Vitamin E [Mixed Tocopherols] Added to Preserve Freshness', ' Vitamins and Minerals: Calcium Carbonate', ' Vitamin C [Sodium Ascorbate]', ' a B Vitamin [Niacinamide]', ' Zinc and Iron [Mineral Nutrients]', ' Vitamin B6 [Pyridoxine Hydrochloride]', ' Vitamin B2 [Riboflavin]', ' Vitamin B1 [Thiamin Mononitrate]', ' Vitamin A [Palmitate]', ' a B Vitamin [Folic Acid]', ' Vitamin B12', ' Vitamin D3'], ' Corn Syrup', ['(Sugar', ' Palm Kernel Oil', ' Whey Powder', ' Soy Lecithin'], ['(Sugar', ' Corn Starch', ' Corn Syrup', ' Dextrose', ' Gelatin', ' Color [Red 40', ' Yellow 5', ' Blue 1', ' Yellow 6]', ' Artificial Flavor'], ['(Rice Flour', ' Barley Malt Extract', ' Salt'], ' Canola Oil', ' Fructose', ' High Fructose Corn Syrup', ' Sugar', ' Contains 2% or Less of: Vegetable Glycerin', ' Maltodextrin', ' Calcium Carbonate', ' Sorbitol', ' Gelatin', ' Salt', ' Artificial Flavor.']",16
Nature Valley Peanut Butter Dark Chocolate XL Protein Chewy Bars ,"['Roasted Peanuts', ' Soy Protein Isolate', ' Chicory Root Extract', ['(Sugar', ' Chocolate Liquor', ' Cocos Butter', ' Soy Lecithin', ' Natural Flavor'], ' Corn Syrup', ' Sugar', ' Palm and Palm Kernel Oil', ' Whey Protein Concentrate', ' Fructose', ['(Peanuts', ' Salt'], ' Cocoa', ' Vegetable Glycerin', ' Rice Starch', ' Canola Oil', ' Soy Lecithin', ' Salt', ' Peanut Oil', ' Corn Starch', ' Natural Flavor.']",19
Nature Valley Protein Bars Chewy Peanut Butter Dark Chocolate ,"['Roasted Peanuts', ' Soy Protein Isolate', ' Chicory Root Extract', ['(Sugar', ' Chocolate Liquor', ' Cocoa Butter', ' Soy Lecithin', ' Natural Flavor'], ['(Palm Kernel', ' Palm', ' Canola', ' Peanut'], ' Sugar', ' Corn Syrup', ' Whey Protein Concentrate', ' Fructose', ['(Peanuts', ' Salt'], ' Cocoa', ' Vegetable Glycerin', ' Rice Starch', ' Soy Lecithin', ' Salt', ' Corn Starch', ' Natural Flavor.']",17
General Mills Cheerios Treats Bars Honey Nut 8 Count ,"[['(Whole Grain Oats', ' Sugar', ' Oat Bran', ' Corn Starch', ' Honey', ' Brown Sugar Syrup', ' Salt', ' Calcium Carbonate', ' Tripotassium Phosphate', ' Canola Oil', ' Natural Almond Flavor', ' Vitamin E [Mixed Tocopherols] Added to Preserve Freshness', ' Vitamins and Minerals: Calcium Carbonate', ' Vitamin C [Sodium Ascorbate]', ' A B Vitamin [Niacinamide]', ' Zinc and Iron [Mineral Nutrients]', ' Vitamin B6 [Pyridoxine Hydrochloride]', ' Vitamin B2 [Riboflavin]', ' Vitamin B1 [Thiamin Mononitrate]', ' Vitamin A [Palmitate]', ' A B Vitamin [Folic Acid]', ' Vitamin B12', ' Vitamin D3'], ' Sugar', ['(Rice Flour', ' Barley Malt Extract', ' Salt'], ' Tapioca Syrup', ' Corn Syrup', ' Canola Oil', ' Palm and/or Palm Kernel Oil', ' Fructose', ' Contains 2% or Less of: Vegetable Glycerin', ' Almond Butter', ' Whey Protein Concentrate', ' Calcium Carbonate', ' Maltodextrin', ' Nonfat Dry Milk', ' Sorbitol', ' Soy Lecithin', ' Whey Powder', ' Salt', ' Reduced Minerals Whey', ' Gelatin', ['(Vegetable Juice', ' Caramel Color', ' Annatto Extract'], ' Natural Flavor.']",22
belVita Breakfast Biscuits Blueberry ,"[['(Rolled Oats', ' Rye Flakes'], ' Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Folic Acid]', ' Canola Oil', ' Sugar', ' Whole Grain Wheat Flour', ' Evaporated Cane Sugar', ' Dried Blueberries', ' Malt Syrup (from Corn and Barley)', ' Invert Sugar', ' Baking Soda', ' Salt', ' Soy Lecithin', ' Disodium Pyrophosphate', ' Natural Flavor', ' DATEM', ' Blueberry Juice Concentrate', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",26
Quaker Chewy Dipps Granola Bars Chocolatey Covered Chocolate Chip ,"[['(Whole Grain Oats', ' Brown Sugar', ' Brown Rice Crisp [Whole Grain Brown Rice Flour', ' Sugar', ' Salt]', ' Whole Grain Wheat', ' Soybean Oil', ' Whole Wheat Flour', ' Baking Soda', ' Soy Lecithin', ' Nonfat Dry Milk'], ' Sugar', ['(Whole Grain Brown Rice Flour', ' Sugar', ' Salt'], ' Hydrogenated Palm Kernel Oil', ' Corn Syrup', ' Invert Sugar', ['(Sugar', ' Chocolate Liquor', ' Cocoa Butter', ' Soy Lecithin', ' Vanilla Extract'], ' Brown Sugar', ' Corn Syrup Solids', ' Whey', ' Glycerin', ['(Monounsaturated Canola Oil', ' Modified Palm Oil', ' Palm Kernel Oil'], ' Lactose', ' Cocoa Powder', ' Cocoa (Processed with Alkali)', ' Sorbitol', ' Milk Fat', ' Salt', ' Soy Lecithin', ' Glyceryl Lactoesters of Fatty Acids', ' Natural Flavor', ' Tocopherols (to Preserve Freshness)', ' Soybean Oil.']",23
Open Nature Sandwich Bar Peanut Butter Blueberry ,"[['(Organic Cane Sugar', ' Blueberries', ' Fruit Juice Concentrate [Pineapple', ' Peach', ' Pearl]', ' Apple Powder', ' Tapioca Starch', ' Glycerin', ' Natural Flavor', ' Pectin', ' Citric Acid', ' Locust Bean Gum', ' Red Cabbage Extract for Color'], ' Gluten-Free Rolled Oats', ' Peanut Butter', ' Gluten-Free Oat Flour', ' Invert Cane Syrup', ' Brown Rice Syrup', ' Canola Oil', ' Rice Flour', ' Glycerin', ' Peanut Flour', ' Tapioca Starch', ' Natural Flavor', ' Sea Salt', ' Baking Soda.']",14
Nature Valley Granola Bars Chewy Trail Mix Fruit & Nut Cranberry & Pomegranate ,"['Whole Grain Oats', ' Corn Syrup', ' Sugar', ' Rice Flour', ' Almonds', ' Dried Cranberries', ' Fructose', ' Vegetable Glycerin', ' Canola Oil', ' Corn Starch', ' Dried Pomegranate', ' Soy Lecithin', ' Salt', ' Barley Malt Extract', ' Baking Soda', ' Natural Flavor', ' Vitamin E (Mixed Tocopherols) Added to Retain Freshness.']",17
Special K Protein Snack Bars Caramel Pretzel Cashew 6 Count ,"['Soy Protein Isolate', ['(Peanuts', ' Salt', ' Soluble Corn Fiber', ' Sugar', ' Cashews', ' Fructose', ' Palm Kernel and Palm Oil', ' Pretzel Pieces (Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Vitamin B1 (Thiamin Mononitrate'], ' Vitamin B2 (Riboflavin)', ' Folic Acid)', ' Malt Flavor', ' Salt', ' Soybean Oil', ' Yeast)', ' Dextrose', ' Whole Grain Oats', ' Roasted Soybeans. Contains 2% Less of Nonfat Milk', ' Vegetable Glycerin', ' Milk', ' Sea Salt', ' Natural Flavor', ' Salt', ' Paprika Extract Color', ' Cocoa', ' Soy Lecithin', ' Corn Syrup', ['(Cream', ' Salt'], ' Rosemary Extract for Freshness', ' Xanthan Gum', ' Wheat Starch.']",24
Bobos Oat Bar Coconut ,"['Organic Whole Grain Rolled Oats', ' Brown Rice Syrup', ' Organic Coconut Oil', ' Organic Cane Sugar', ' Vegetable Glycerin', ' Organic Dried Coconut', ' Natural Flavors', ' Xanthan Gum', ' Sea Salt', ' Vitamin E (for Freshness).']",10
Signature SELECT Granola Bars Chewy Sweet N Salty Almond ,"['Almonds', ['(Whole Grain Rolled Oats', ' Sugar', ' Water', ' Molasses', ' Malted Barley Syrup', ' High Oleic Canola Oil'], ' Sugar', ' Corn Syrup', ' Rice Flour', ' Palm Kernel Oil', ' Whole Grain Wheat', ' High Fructose Corn Syrup. Contains Less than 2% of: Nonfat Dry Milk', ' Vegetable Glycerin', ' Salt', ['(Almond', ' Honey', ' Maltodextrin', ' Hydrogenated Cottonseed Oil', ' Mixed Tocopherols [Antioxidant]'], ' Corn Syrup Solids', ['(Nonfat Dry Milk', ' Lactic Acid'], ' Soy Lecithin', ' Barley Malt Extract', ' Gelatin', ' Natural Flavors', ' Caramel Color', ' Mixed Tocopherols', ' Peanut Flour.']",20
